Pass	Time
0	3.618035
1	3.854805
2	3.205628
3	3.054814
4	3.816378
5	3.657703
6	3.488391
7	3.748135
8	3.512628
9	3.806340
10	3.452707
11	3.784058
12	3.738184
13	3.785924
14	3.367432
15	3.834456
16	3.921393
17	3.662223
18	3.729844
19	3.510115
20	3.082795
21	3.691462
22	3.402641
23	3.842359
24	3.843543
25	2.841771
26	3.774886
27	3.639774
28	3.015691
29	3.600974
30	3.707297
31	3.488147
32	3.668970
33	2.921639
34	3.451299
35	3.822443
36	3.423560
37	3.760260
38	3.723135
39	3.640638
Average:	3.572312
