vid1
Total Elapsed Time(s):	57.631989
Image No	Compactness
395	36.203029
396	35.645033
397	33.901290
398	27.813534
399	25.022499
400	29.179861
401	28.142238
402	24.218125
403	26.757121
404	30.278110
405	31.958686
406	34.602306
407	35.214390
408	34.264260
409	37.527841
410	41.383862
411	41.087784
412	41.558347
413	39.617252
414	39.112242
415	24.747803
416	25.316286
417	24.425887
418	23.039431
419	26.149060
420	26.992835
421	26.627819
422	26.576520
423	27.444260
424	25.785427
425	26.794035
426	28.542976
427	41.280615
428	38.805092
429	36.089323
430	34.418847
431	25.074321
432	24.224741
433	26.723016
434	29.377993
435	34.920415
436	38.766412
437	34.030675
438	32.135584
439	32.786672
440	35.614967
441	36.374890
442	34.600948
443	27.145391
444	23.612298
445	24.865130
446	23.141243
447	23.746562
448	24.410485
449	26.876481
450	29.911374
451	37.832375
452	41.399551
453	40.807035
454	42.412169
455	40.399591
456	40.278876
457	38.453578
458	40.198352
459	37.860731
460	35.354964
461	26.850627
462	24.195710
463	22.785508
464	22.289157
465	23.105433
466	25.534418
467	24.618419
468	23.484655
469	26.826733
470	28.409667
471	28.230995
472	35.072744
473	47.072966
474	51.124481
475	53.062598
476	46.065259
477	44.114053
478	42.848853
479	56.942535
480	51.787940
481	39.330286
482	30.072934
483	25.103152
484	23.794172
485	24.741946
486	25.178437
487	36.612280
488	36.459434
489	39.393219
490	47.837409
491	40.825473
492	39.616269
493	41.551383
494	43.303405
495	44.539645
496	49.265010
497	48.951437
498	45.854628
499	37.704673
500	33.667597
501	28.409804
502	28.074876
503	26.731323
504	26.680914
505	26.574315
506	28.391804
507	31.062830
508	28.774777
509	28.453830
510	28.687049
511	27.797951
512	27.398458
513	28.218723
514	28.407924
515	28.429757
516	28.216510
517	30.440998
518	31.523530
519	31.238248
520	30.957560
521	29.734701
522	28.980594
523	26.041667
524	26.215226
525	25.024679
526	23.856334
527	25.976584
528	30.165233
529	32.120852
530	34.187697
531	37.299485
532	35.831398
533	36.082199
534	37.415649
535	34.910742
536	37.079435
537	37.485296
538	37.915303
539	37.178656
540	34.493213
541	31.256442
542	27.838674
543	25.981583
544	25.386724
545	26.605483
546	28.214684
547	31.303466
548	35.733835
549	38.662322
550	36.573435
551	35.269878
552	32.391260
553	32.978016
554	34.551734
555	34.787051
556	35.878661
557	34.920373
558	33.560377
559	32.353411
560	29.414572
561	26.481705
562	23.279059
563	21.942619
564	21.637427
565	22.117647
566	21.857761
567	22.883735
568	22.695506
569	24.581626
570	27.644728
571	28.640077
572	28.047588
573	28.011998
574	28.180862
575	27.281695
576	25.011919
577	22.188283
578	22.453144
579	24.396668
580	25.552311
581	27.653192
582	29.735177
583	31.912178
584	31.097414
585	30.802817
586	32.992074
587	32.618510
588	32.920526
589	32.377793
590	33.750567
591	34.777825
592	34.596958
593	35.248997
594	33.224691
595	30.901877
596	28.304079
597	26.005937
598	25.474637
599	26.231405
600	28.641000
601	29.307479
602	31.959924
603	33.846448
604	33.827387
605	32.935314
606	35.182604
607	34.443291
608	34.709163
609	34.522235
610	33.862717
611	35.179445
612	35.799217
613	40.560286
614	38.374296
615	35.747902
616	31.616218
617	25.502072
618	22.975398
619	22.605692
620	21.678543
621	22.469571
622	22.606352
623	23.114387
624	23.349643
625	24.323299
626	25.603788
627	27.922946
628	29.944822
629	30.775467
630	34.400790
631	35.212165
632	35.365993
633	34.089806
634	32.749937
635	35.005525
636	35.204445
637	36.586605
638	44.899684
639	36.369556
640	36.201750
641	35.753155
642	33.359415
643	31.634224
644	31.363622
645	25.312240
646	22.412434
647	28.756641
648	20.777549
649	20.829731
650	27.510275
651	28.799549
652	28.446672
653	29.740003
654	31.045216
655	21.962466
656	32.956659
657	22.832689
658	23.523018
659	25.613287
660	29.026688
661	29.698040
662	30.506517
663	29.803714
664	28.180862
665	24.857524
666	22.445536
667	21.100522
668	20.574404
669	20.268452
670	20.512195
671	20.577860
672	20.588235
673	21.225610
674	25.058680
675	27.653192
676	30.197711
677	29.005054
678	30.432072
679	29.145255
680	26.969106
681	28.701881
682	31.249203
683	32.882330
684	34.122730
685	36.041020
686	36.560559
687	36.494093
688	35.611596
689	32.579174
690	30.970831
691	28.461563
692	24.544134
693	22.887486
694	22.702861
695	20.826094
696	20.574250
697	20.907533
698	21.198606
699	22.457836

Fluctuation between 36 and 37
Fluctuation between 39 and 40
Fluctuation between 41 and 42
Fluctuation between 42 and 43
Fluctuation between 101 and 102
Fluctuation between 110 and 111
Fluctuation between 115 and 116
Fluctuation between 120 and 121
Fluctuation between 144 and 145
Fluctuation between 154 and 155
Fluctuation between 232 and 233
Fluctuation between 414 and 415
Fluctuation between 426 and 427
Fluctuation between 472 and 473
Fluctuation between 478 and 479
Fluctuation between 480 and 481
Fluctuation between 486 and 487
___________________________________
Number of head projections	17

